id,gender,age,topic,sign,date,text
1476382,male,33,Publishing,Gemini,"19,May,2004","        A Little of the Old In and Out    In :  Rena Xu , who writes for  urlLink Monday's Harvard Crimson :  ' Carrie Bradshaw , heroine of TVs  urlLink Sex and the City , famously remarked in the episode where she models for a New York fashion show, 'When I was broke sometimes I would buy  urlLink Vogue  instead of food. I felt it fed me more.'  'As I recently perused my own copy of Vogue over a meal in Annenberg, it struck me that almost every female body featured in the magazine looked as if it had perhaps skipped one too many meals. Of course, this was no novel discoverythe endless pages of endless legs were little surprise. After all, models are almost always expected to fit an unhealthily tall and skinny image. What was surprising, however, was the fact that the pictures of impossibly thin, bikini-clad models appeared just pages away from an article discussing the serious battle against anorexia and bulimia fought by one of the most prominent of these models ...'  Bravo.   Out :  Graydon Carter , beeyatch. The  urlLink oily Vanity Fair editor  has indeed  urlLink become everything he once detested  when he was a clear-eyed and writer in Spy Magazine, after a childhood yearnings of WASP writerly glamour back in  la Canada , eh? Does it really matter that  urlLink Graydon  has done gone and  sold his ass ?  Certainly it does. And  urlLink my nemesis Toby Young  gets it just about right:  'Well, as someone who worked for  Vanity Fair  from 1995 to 1998, I think it does matter. When I first met Graydon in 1993, he was in the pupae stage of his metamorphosis. He'd left Spy two years earlier ( urlLink the New York Observer  came in between), but hadn't quite settled into his new role. He tried to give the impression that, despite being the captain of this Conde Nast flagship, he remembered what it was like to be a pirate. Two years later, when I became a contributing editor, Graydon still prided himself on not being for sale. He was contemptuous of the publicists who clamored for his attention and urged his staff to put all press releases in 'the circular file.' He made it a point of principle that Vanity Fair, unlike other, lesser magazines, did not grant celebrities copy approval. He encouraged his writers to remain slightly aloof from the world they were covering.  'There were compromises, of course. Sometimes, to gain access to a big star, he had to strike a deal with a publicist and promise to include a less well-known client in the magazine. This D-lister would then appear on the front page of the Vanities section, a slot referred to by the staff as 'blond bimbos on the horizon.'  'But it would have been impossible to edit the magazine without coming to some accommodations with the PR machine. Within these limits, Graydon did his utmost to preserve the independence of the magazine. He knew he was on the losing side in the battle against the culture of celebrity, but he wasn't about to surrender.  'Now, however, he's in thrall to the voodoo priests and priestesses of the entertainment industry, and Vanity Fair is no more tough-minded than any other glossy magazine. The most embarrassing detail of last week's story was that Graydon recently tried to set up meetings at a number of Hollywood studios to pitch the idea of a movie based on a  Vanity Fair  article by  urlLink Nancy Jo Sales , with himself as a producer. (Graydon had stuck a toe in the water when he was one of the producers of the Robert Evans documentary  urlLink 'The Kid Stays in the Picture.')  Despite the best efforts of his agent, however, only one studio granted him an audience--and passed.  'As the co-founder and co-editor of  urlLink Spy , not to mention an outstanding editor in chief of Vanity Fair for more than a decade, Graydon Carter was a giant in journalism. If he had traded in his professional integrity to become the head of a studio, or even for a three-picture deal, that would have been one thing. But he has sacrificed his reputation to become just another hustler scratching around for scraps from the Hollywood table. I always feared he would sell out eventually. I just thought he would have commanded a higher price.'  I did as well.   In :  The Lindsay Lohan breast augmentation theory  got a, uhm,  boost  from that significant cultural artifact  urlLink The National Enquirer , which writes:  ' Lindsay Lohan  is busting out these days. And it's not just thanks to the 17-year-old's hit movie, Mean Girls. 'There is no question in my mind that she has had breast augmentation, and I think the results are very good,' Beverly Hills plastic surgeon Dr. Wallace Goodstein tells Star. 'It looks like she has saline implants, which have taken her from a size A or small B to a size C or small D. The bigger breasts look very natural, which is what surgeons aim for,' adds Goodstein, who does not treat Lohan. When contacted, Lindsay's rep  Leslie Sloane Zelnik  laughed it off, saying she's 17 and still growing. But Star got a second opinion anyway. 'What you see is what you've got,' says New York-based cosmetic surgeon Dr.  Geoffrey Tobias . 'It would seem to be obvious... that she did have breast augmentation.''  Or, as they might say at  urlLink Whatevs.org ,  so obvs .   Out :  urlLink Grown men running around Central Park in diapers ? Say wha?  What the fuck ? Blogger, please.    In :  urlLink Polly Jean Harvey's new video, The Letter  (link via  urlLink Stereogum ). The Corsair likes his women like he likes his coffee: strong and dark.  urlLink PJ Harvey , dancing in her black dress by the window in the night is an image that sexily haunts.    Out : Travel, unless, of course, you can make it into a performance art, like Massimo Redaelli has. According to  urlLink Fashionweekdaily , 'Ive become an expert on traveling.  My trips are the ultimate in performancethey are all calculated down to the minute.  And everything is done to maximize my time, since traveling is just a waste and loss of valuable time.'  '...Massimo Redaelli has the kind of action-packed, glamorous life that puts most corporate execsnot to mention bona fide jet-setters-- to shame.  As International VP of IMGs European Fashion division, this Italian-born 38-year-old is traveling non-stop between London, Paris, and Milan, but thankfully, hes mastered the art of the high-end, hassle free viaggio.  Hes got British Airways' 'Special Services' on speed dial (no ticket or passport lines, thank you very much), two sets of Vespas parked in London and Paris (the quickest way to make an airport connection), an impossibly chic wife ( French Vogues contributing editor  Masako Kumakura ) whipping up authentic Japanese meals for him at his enormous  Avenue Victor Hugo  apartment in Paris, and a supremely well-connected 'roommate' in London (art curator Alannah Weston, whose daddy owns  Selfridges  and  Fortnum Mason ).  Basically, Massimos on a non-stop, never-a-dull-moment ride that takes him from the well-appointed boardrooms of Milan fashion giants in the morning to power lunches mid-day to the hottest table at Londons  Cipriani  restaurant for dinner.'   In : Are you a  urlLink Neoconservative (link via Memefirst)?  This quiz from the  urlLink Christian Science Monitor  is pretty definitive, for a non-scientific quiz. BTW:  The Corsair  scored 'Realist.'   Also In : Did you, by any chance, read  urlLink this New Yorker article  on the search for  Architeuthis ? Fucking amazing. The New Yorker has gotten so interesting of late, no?              "
1498597,male,17,Student,Pisces,"08,September,2003","       Hi, its Nick!  Just updating some links....           "
449628,male,34,indUnk,Aries,"23,February,2003",            'So I can't live either without you or with you.'  -- Ovid         
3873209,male,17,Student,Virgo,"15,July,2004",       what do u guys think of a curfew 9pm for those who have p plates? just wondering. thanx    
3039699,male,16,indUnk,Aquarius,"22,July,2004","            Oh man... the P9 bio page still says I'm with Kristin... I'd like you all to know that I'll fix that in a bit... but I can't at tme moment.  But, for the record, I am NOT dating Kristin anymore...  Yeah, thats all for now.  I'm out, rock on.  Oh, Be watching here for some new music from a new project:  Mike: vocals+precussion TC: Guitar+vocals TimShaw(tm): Guitar+Vocals Eric: Bass+Vocals  The Board of Trustees.    We're hoping to jam soon, although we already have a few songs started.  It's an Emo/alternative sound, should rock.  I'm hoping for some awesome acoustic sounds, and for some 4-part harmonies.    Keep watching the blog!            "
3950138,male,35,indUnk,Taurus,"04,August,2004","                 Last night we had our monthly pub quiz at  urlLink Hurley's Irish Pub  on Crescent Street. A group of us gather there on the first Tuesday of every month for an evening of mindless trivia. Each month a different person (or people) write and host the quiz. This month it was our turn to host, with help from Kim.  We had eight categories, including 'Heard at the movies' from Kim, 'Jennifer's Hotties' from Jen, and a mime category from me. I'm not sure how good my miming was, but everyone got most of them right so I guess I did ok.  Tony's team won by a significant margin. Our goal now is to break their dominant run!              "
3143116,male,25,Education,Scorpio,"31,May,2004","        Top 5 Comments Overheard This Weekend   1.  'Purrrrr.  Please don't kill me!' - Paula's stuffed Kitty 2.  'With enough lube, nothing should hurt.' - Cathy 3.  'A pint of anything is too much!' - Cathy referring to her mother-in-law's decision to feed her two year old and entire pint of blueberries. 4.  'STICK IT IN!!!!!!!'  5.  'Everyone can touch Paula's pussy.'         "
3360363,female,23,Student,Capricorn,"25,juni,2004",        urlLink    My first 8 mm film          
2902960,female,33,Arts,Capricorn,"07,August,2004","             Here's a sneaky peek of him..remember he's a work in progress! This is only a teenie portion of the painting. :)  Edit: Also, two of my florals are now available on Artbyus. You can  urlLink click here to view my listings .  (Erikie, happy now? LOL)                "
3470970,male,15,Student,Virgo,"06,June,2004","            This is quite an old video, atleast I had it for a while, so i decided to publish it just incase some of you didn't have a chance to see it yet. I'm not gonna say much... don't want to ruin the surprise, but it's  hilarious . STAR WARS KIIIID!     "
2237917,male,48,Technology,Cancer,"20,June,2004","        urlLink Top of the Lists - bizjournals.com      Great link to nation wide business lists, largest firms, fastest growing etc.   example   Austin -- Largest credit unions: Ranked by Austin area deposits  Baltimore -- Highest-paid executives in the Baltimore area: Ranked by cash compensation (salary and bonus) for FY 2003  Birmingham -- Birmingham's Largest Independent Insurance Agencies: Ranked by number of full-time employees      "
1826527,male,25,Science,Cancer,"19,June,2004","                 Going to visit my grandmother today.  Also going to hit a ton of traffic on the way.  Tomorrow is father's day, so happy father's day to any father out there... Have an interview Monday and got a call for another one somewhere else either sometime next week or next Monday.  Wish me luck.  Gotta get out of retail.  For shizzle.   Can't wait till the Blue Jays play with all their starters.  That could happen late July.             "
589736,male,35,Technology,Aries,"05,August,2004",           my job is so incredibly boring - there's nothing to do.           
3766094,male,16,Student,Sagittarius,"27,June,2004",       Wellll.... i donno how to use dis blog thingyl.... nyway... sum ppl r vry creative ey wit deir blog so i was thinking of makin' 1 as well laa.... ok cant write anymore rite now since its like 8:45 aready and i havnt even touched my bag and deres only 2 more weeks of skull for me so lots of tests and assigns... WAAAAA kinda stressed here.. but o well jst wanna try me hardest... ok gtg ppl huehueheuheheu from J.t.K ......GBu all ok ok :P ;)         
2040365,male,26,Engineering,Capricorn,"13,February,2004",           it will be snowing in Arlington for sure in an hour or two from now ... most probably it'll snow sometime later this evening and maybe if i have it my way ... well into the night :) !!! snow in Texas (mind you .. thats very specific !) rocks ... we dont get much around here ... so whatever we get in 1 or 2 days ... is really really nice ... though when it stays on the ground for more than that ... thats no fun at all.         
1674780,female,27,Education,Sagittarius,"07,August,2004","        urlLink    Aachen, Germany, end of July, 2004, Dom apaaa gitu namanyaa.. ntar cek bebi cek di Lonely Planet deh ;), photo by Anggoro  urlLink        "
3237356,male,17,Student,Leo,"20,June,2004","                  Mission Is God Sending The Whole   Church   With The Whole   Gospel   To The Whole   World   To Meet The Spiritual And Social Needs Of Humanity.    1. The Purpose Of   Jesus   Dying On The Cross Is For World Mission.   Jn 3:16 For God So Loved The   World   That He   Gave   His Only Begotten Son, That Whoever Believes In Him Shall Not Perish But Have Everlasting Life.  1 Jn 4:10  In This Is Love, Not That We Loved God, But That He Loved Us And   Sent   His Son To Be The Propitiation Of Our Sins.  Heb 12:2 Looking Unto Jesus, The Author And Finisher Of Out Faith, Who For The   Joy   That Was Set Before Him Endured The Cross, Despising The Shame, And Has Sat Down At The Right Hand Of The Throne Of God.   2. The Purpose Of Being A   Child   Of God Is For World Mission.   Gen 1:28 Then God Blessed Them, And God Said To Them,'Be   Fruitful   And   Multiply;     Fill   The Earth And   Subdue   It; Have   Dominion   Over The Fish Of The Sea, Over The Birds Of The Air, And Over Every Living Thing That Moves On The Earth.'  Jn 15:16 You Did Not Choose Me, But I Chose You And Appointed You That You Should Go And   Bear Fruit,   And That Your Fruit Should Remain, That Whatever You Ask The Father In My Name He May Give You.   3. The Purpose Of Your   Calling   Is For World Mission.    Phil 3:17(TLB) (Paul:) 'Dear Brothers,   Pattern   Your Lives After Mine, And Notice Who Else Lives Up To My Example.'   4. The Purpose Of   Pentecost   Is For Mission.    Acts 1:8 (Jesus:) 'But You Shall receive   Power   When The   Holy Spirit   Has Come Upon You; And You Shall Be Witnesses To Me In Jerusalem, And In All Judea And Samaria, And To The End Of The Earth.'   5. The Purpose Of The   Church   Is For World Mission.   Mt 28:18-20 (Jesus:) 'All Authority Has Been Given To Me In Heaven And On Earth.   Go Therefore And Make Disciples Of All The Nations,   Baptizing Them In The Name Of The Father And Of The Son And Of The Holy Spirit, Teaching Them To Observe All Things That I Have Commanded You; And Lo, I Am With You Always, Even To The End Of Age.' Amen.   6. The Purpose Of   Prosperity   Is For World Mission.   Deut 8:18 And You Shall Remember The LORD Your God, For It Is He Who Gives You Power To   Get Wealth,   That He May Establish His   Covenant   Which He Swore To Your Fathers, As It Is This Day.   7. The Purpose Of Jesus   Delaying   His Second Coming Is For World Mission.   Mt 24:14 (Jesus:) 'And This Gospel Of The Kingdom Will Be Preached In   All The World   As A Witness To All The Nations, And Then The End Will Come.'  Acts 17:30 'Truly, These Times Of Ignorance God Overlooked, But Now Commands   All Men Everywhere   To Repent.  Interesting Facts: ~Of The 6.1 Billion People In The World, 2 Billion Are Christians. ~240,000 People receive Christ Every Day. ~Asia Forms One Quarter Of The World's Surface Area. ~61% Of The World's Population Lives In Asia. ~Half The World's Population Are Found In 5 Asian Countries: China, India, Indonesia, Pakistan And Bangladesh. ~6 Out Of The 10 Largest Cities In The World Are Found In Asia: Tokyo, Bombay, Calcutta, Shanghai, Dhaka + Delhi. ~Asia Is The Least Evangelized Continent With More Than 83% Of All Non-Christians Living Here. ~In India, 50% Of The Population Are Under 15 Years Old. ~In China, 40% Of The Population Are Under 18 Years Old. ~40% Of The World's Suicides Are In China Alone.      "
1425758,male,24,Technology,Capricorn,"07,February,2004",            A first favourite is the white flower pickled in the head. Does everybody also want to become dear like me? I am a joke  urlLink baby pig . You can also become beautiful like me now!  I wonder why  urlLink coffee  tastes so good when you're naked with your family.          
3570175,female,25,indUnk,Cancer,"08,August,2004","       Last night, I decided to forego an exciting Saturday evening out and stay in for the night.  All I can say is, it was lovely listening to a Long Island girl who teaches English in Queens' life story from my window and even lovelier to hear the frat boy slumming it in the East Village point out the large rat he saw at Cafe Gigi to the girl he was mostly likely going to pass out on top of mid-coitus later that night.  Whoohoo.  I woke up feeling as damaged and irritated as I would have if I had gone out, downed three pints, and discussed my boring life with a semi-stranger.   I really need to move somewhere grown-up -- especially now that East Village rents are so overpriced.  Anyhow, besides eavesdropping, I decided to start early on the Sunday Times and watch some news.  My first try was Fox.  (I just rented Outfoxed the other night and made a conscious decision to sit through some Murdoch hell).  Anyhow, that Geraldo sure is dumb.  His journalistic reporting seemed like some kind of Robocop/Starship Troopers/E! hybrid style and I proceeded to yell at him along with the idiot lawyer who is attempting to ban sex toys from America.  What's wrong with America????  What has happened to this lovely land that I love???   Oh yeah, and then I watched the Iraqi war reports and yelled at that too.  Give peace a chance???  Oh yeah, and then I was shocked and dismayed to learn that the Olsen twins are taking over/building a penthouse in a NYU dorm.  Um, since when is that okay?  Why don't they just get their own freakin' apartment.  And jeez, doesn't anyone recall that story about the NYU student who was so broke he had to live in the library?  How are people like that going to feel when they see the Olsen twins in their pad?  This is terrible.   Do people just not think anymore?  Anyhow, as I contemplated just this thought, I clicked to a different channel and rapidly began to grow scared and paranoid as the television screen blinked code orange at me and I was told to beware of cyber-stalking.   As I watched the attractively bland anchorwoman spout facts at me, I recalled my friendster profile and other such things and entered a restless sleep, haunted by death threats, war, and Denise, the teacher from Long Island's loud and nauseating voice.  Yes, I too had succumbed to the television marketing of fear -- on a Saturday night, no less.     "
2615621,female,16,Student,Capricorn,"09,June,2004",                  urlLink                  
4112615,female,23,Marketing,Capricorn,"22,July,2004","        urlLink    Nice people in the club ..(from Left :    Michelle,Jessie, GM , Kristie and Fann   )  urlLink             "
671748,male,27,Communications-Media,Aries,"27,November,2003","                 I'm thankful for a lot of things... mainly I'm thankful for my kind and understanding family, friends, and co-workers... then I'm thankful to blogger for allowing me to make a news journal about my favorite sport, then I'm also thankful that I can still enjoy the sport of Hockey in Pittsburgh. I'm thankful for the Penguins and Mario Lemieux's efforts to keep them in Pittsburgh.                "
3510796,female,25,Student,Taurus,"11,July,2004","       So the title of this post is pretty much self explanatory.  I went to a Greek wedding last night and it was something out of the movies.  Yes, My Big Fat Greek Wedding.  Good guess.  Anyway, they had the cake and all the other desserts and the polkas(which by the way are polish) AND they had the Greek dances where everyone dances around in a circle, or something.  I went outside when all that fun started.  Before all the dancing though, the best man gave about a ten minute speech, but it was well worth it.  The bar was only serving Bud and Bud light, amongst all the 'hard' liquor.  I saw some bottles of Miller Light and went on a mission to find where they were coming from.  Seems as though the wedding party had a cooler full of them from the Transpo Trolley(instead of renting a limo, they got the city transpo trolley to drive them around downtown south bend)  So being the good friend that I am of the bride, I got me some beer worth drinking for the rest of the night.  Good food, great company and an even better kisser made the night.     Sports Report  Looks like the wooden broom took a shit.  Cubbies lost both Friday and Saturday night.  =(   Nancies Report   Dave Matthews Band Saturday  July 10 2004  Hersheypark Stadium  Warehouse  One Sweet World  Song That Jane Likes  New Song #4  The Stone  The Space Between  Lie In Our Graves  Intro  New Song #3  Rhyme & Reason  Hmm ? [New]  Grey Street  What Would You Say  Interlude  New Song #1  When The World Ends  Jimi Thing  Where Are You Going  New Song #2  Rapunzel   __________________   [Tease]  Ants Marching    I THINK LIOG is new to this tour.  But I could be wrong.  I'll need to go back and check.  Seems like they all run together. = Below are pics of the kids from today.  Mo is sick, so he only wanted to take a few pics.  So I only got the together pics and one of him alone.  Better luck next time.    peace.love.dmb.     "
3032996,male,23,Engineering,Aquarius,"01,June,2004",            urlLink Welcome to Petroleum Jelliffe       
4064530,female,14,Student,Capricorn,"31,July,2004","         mood:hyper,thoughtful "
1472662,male,23,Internet,Aries,"13,March,2004","             MY BLOODY KNEE!! Heck we won though...Yes, thats right. Racing Wandsworth 7 Wozza Allstar Eleven 3, and i even made the score sheet with an impressive 25 yard shot in the bottom left hand corner of the goal.  My knee hurts though, its like all the muscles are really bruised, but that will teach me for not warming up properly.   The Car I Want  Its called the Ligier Be UP, 505 cc Scooter car. And i only need a CBT to drive it, with costs for a new model at around 4000. If anyone wants to give me a birthday pressie (13th April) then this is it.            "
858436,female,15,Student,Scorpio,"27,February,2004","                 Yeah! We won! WOOOOO!!!!!!! It was a GOOD game!  It's the weekend! Muaha. Haha. The physics test today wasn't too hard. And neither was the geometry quiz. My tutor is working miracles haha. I got a 22/30 on my last quiz! It doesn't sound that great, but honestly, that's the highest I've gotten in a long time. Lol.  Um.. not much to say.. haha.  Things I Want at the Moment:  Rooney's CD This one skirt from Hollister.. A pair of Hollister jeans Bath and Body Works Pleasures lotion in Sweet Pea And can't forget the boy.. hehe.  Hm.. I still have a bunch of birthday and babysitting money left. Maybe I'll just ask for the lotion for Easter or something. Yeah okay I'm being way random..      "
3772577,female,17,Student,Sagittarius,"27,June,2004",        M comes home today!!!!!!!           
572994,male,24,Religion,Libra,"22,June,2004","                 recently, i had someone ask me if i always had turned to God (in terms of over time). well, the answer to that isn't as simple as it should be. i always knew about God. i was brought into the Lord's company as a small child. in retrospect (looking at my life over the years) i know that God had me then as He has me even now. i just didn't pursue Him like i should've. i am glad that i was asked that question. no i have not always turned to God, but He has always been right there anyway.  yesterday i ogt up early and felt pretty good about doing my Bible study in the morning as opposed to at night. the truth is i woke up because i had a bad dream. probobly the worst dream a man that loves a woman can dream, and after nearly squeezing the life out of wife after waking up (and waking her up which was not so good an idea), i sought refuge in the Word. i do the same now. i am feeling like i am slowly drifting back into the doomloop that has been my walk over the last four years. i want God and all of His love and affection, but i know that even if i do not feel that, i carry on in obedience. 'as i walk through the wilderness, blessed be Your name'    are you so foolish? after beginning with the Spirit, are you now trying to attain your goal by human effort? - Galatians 3:3   chapter 3 of Galatians focuses on the church's attempts to receive the Spirit by obeying the law. it is only to believe. Christ redeemed us from the curse of the law...   ...cursed is everyone who is hung on a tree. - Galatians 3:13   He even took on the curse of the law so that we could be blessed as Abraham was. Christ took all of this on because God wanted to be intimate with us. He missed us. He made the first move. He died a sinner's death after living a perfect life, so now we act on that blessing. HE MADE THE FIRST MOVE. grace is freedom from the law. We respect the law, and we obey it for the reason of having God glorified through our works, but our relationship with Him and our salvation comes from Christ and Christ alone. His wounds healed us. each lash of the whip was for our iniquity. that is love, i want to be intimate with that God, Jesus is King of the World and I submit to His perfect will.    This world has nothing for me, and this world has everything - Caedmon's Call                "
3039699,male,16,indUnk,Aquarius,"17,June,2004",           okay so lets get the basic ideas down.  we need to draw a time/plotline. mike get started         
3136900,male,27,Communications-Media,Scorpio,"04,August,2004","       Kerry on Meet the Press in 1971: 'I committed atrocities....The people who created the Free Fire Zone are...war criminals.' Check out  urlLink Vietnam Veterans Against the War , the group Kerry protested with.   urlLink E-mail me .         "
1233897,male,17,Technology,Virgo,"26,July,2004","                 Man, today I met our resident graphics cool dude... and he's Australian!!! He had a mouse problem (that I fixed quickly thankfully) and yeah, he needed some help. I love their accents, I bet he's popular with the ladies... no really, I bet he is.  I wish I was Australian. Not cause I want to be popular with ladies, one is enough, but it'd be cool to have that accent. Maybe when I'm older I'll move there so my kids get the accent, you know, living my dreams through them.             "
888601,female,24,indUnk,Libra,"16,December,2002","        Monday December 16, 2002   Yeah, I'm still at work although I said I was leaving at 2.  I don't want to listen to Gary bitching about me leaving early.  Excuse me, but who worked on Sunday?  Who comes in sick all the time?  I think it's me.  I have another appointment with the Doctor tomorrow; I hope I have mono.  That would be hella funny.   I'm off to help Norm with the raffle tickets.  Later.         "
3696093,female,15,indUnk,Taurus,"20,June,2004","       Argh, what zee hell. I can't study for geography. Ive come to the radical realisation (realization?) that no body cares about géo. it can, quite litterally go to hell. then again, how does a subject go to hell? i really dont know. Ryan wont put me in his blog *evil eye* am i not sexy enough?! *sigh* fine... lol tah for now.         "
3776060,male,16,Student,Capricorn,"07,July,2004","       哈哈你好吗？how r u guys? haha i jus heard from a friend that i am daring in my blog.. got meh !! haha :P  anyway .. anyone come to blog in for fun mah ...anyway ....haha i dun care la .......daring or not ...i still wanna say ,,,,,i 爱/喜爱 HQl and Zy lor......:P haha haha hehe...          "
